"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
13199,13199,194,1547,3,"47059","Greene",1.04752309809318
13200,13200,470,980,3,"37011","Avery",1.23222008649688
13201,13201,465,980,NA,"37011","Avery",1.23222008649688
13202,13202,870,980,2,"37011","Avery",1.23222008649688
13203,13203,62,1547,NA,"47059","Greene",1.04752309809318
13204,13204,7512,23,1,"37037","Chatham",2.21716064538758
13205,13205,6901,23,3,"37037","Chatham",2.21716064538758
13206,13206,5613,23,2,"37037","Chatham",2.21716064538758
13207,13207,1477,23,NA,"37037","Chatham",2.21716064538758
13208,13208,3328,88,NA,"37057","Davidson",1.70047572578678
13209,13209,8412,88,1,"37057","Davidson",1.70047572578678
13210,13210,4485,88,2,"37057","Davidson",1.70047572578678
13211,13211,3497,88,3,"37057","Davidson",1.70047572578678
13212,13212,1744,2223,NA,"37059","Davie",1.65591820684231
13213,13213,16,948,4,"47019","Carter",1.11072025327588
13214,13214,2428,2223,2,"37059","Davie",1.65591820684231
13215,13215,3913,2223,1,"37059","Davie",1.65591820684231
13216,13216,903,23,NA,"37037","Chatham",2.21716064538758
13217,13217,94,2223,NA,"37059","Davie",1.65591820684231
13218,13218,1288,2223,3,"37059","Davie",1.65591820684231
13219,13219,3041,1880,1,"37079","Greene",1.62399686827168
13220,13220,4346,1880,NA,"37079","Greene",1.62399686827168
13221,13221,1120,1880,3,"37079","Greene",1.62399686827168
13222,13222,948,1880,2,"37079","Greene",1.62399686827168
13223,13223,332,1581,NA,"47171","Unicoi",1.17537432303281
13224,13224,5525,1581,1,"47171","Unicoi",1.17537432303281
13225,13225,320,1581,3,"47171","Unicoi",1.17537432303281
13226,13226,419,1581,2,"47171","Unicoi",1.17537432303281
13227,13227,455,88,NA,"37057","Davidson",1.70047572578678
13228,13228,12390,326,1,"37151","Randolph",1.70478341203038
13229,13229,6784,326,2,"37151","Randolph",1.70478341203038
13230,13230,37,1880,NA,"37079","Greene",1.62399686827168
13231,13231,4565,2985,1,"47063","Hamblen",1.06354102405922
13232,13232,287,2985,2,"47063","Hamblen",1.06354102405922
13233,13233,5110,1661,NA,"37097","Iredell",2.24868651488616
13234,13234,3580,1661,1,"37097","Iredell",2.24868651488616
13235,13235,6347,1661,2,"37097","Iredell",2.24868651488616
13236,13236,5162,326,3,"37151","Randolph",1.70478341203038
13237,13237,3551,326,NA,"37151","Randolph",1.70478341203038
13238,13238,154,326,NA,"37151","Randolph",1.70478341203038
13239,13239,3566,1661,3,"37097","Iredell",2.24868651488616
13240,13240,421,2985,NA,"47063","Hamblen",1.06354102405922
13241,13241,11,2985,3,"47063","Hamblen",1.06354102405922
13242,13242,955,2985,NA,"47063","Hamblen",1.06354102405922
13243,13243,17,951,3,"47179","Washington",1.04479565129857
13244,13244,2887,229,1,"37027","Caldwell",2.23035690939992
13245,13245,7999,229,2,"37027","Caldwell",2.23035690939992
13246,13246,2413,229,3,"37027","Caldwell",2.23035690939992
13247,13247,1451,229,NA,"37027","Caldwell",2.23035690939992
13248,13248,871,809,1,"37003","Alexander",2.45548242890848
13249,13249,2225,809,3,"37003","Alexander",2.45548242890848
13250,13250,2728,2220,3,"37191","Wayne",1.76127274325393
13251,13251,5444,2220,1,"37191","Wayne",1.76127274325393
13252,13252,8263,2220,NA,"37191","Wayne",1.76127274325393
13253,13253,1999,229,4,"37027","Caldwell",2.23035690939992
13254,13254,3800,809,2,"37003","Alexander",2.45548242890848
13255,13255,699,1661,NA,"37097","Iredell",2.24868651488616
13256,13256,3205,2220,2,"37191","Wayne",1.76127274325393
13257,13257,1197,809,NA,"37003","Alexander",2.45548242890848
13258,13258,1924,1661,4,"37097","Iredell",2.24868651488616
13259,13259,5,1923,4,"37147","Pitt",1.88435862465006
13260,13260,1157,809,4,"37003","Alexander",2.45548242890848
13261,13261,41,980,4,"37011","Avery",1.23222008649688
13262,13262,6355,2019,1,"37121","Mitchell",1.24412393162393
13263,13263,123,809,NA,"37003","Alexander",2.45548242890848
13264,13264,182,2220,NA,"37191","Wayne",1.76127274325393
13265,13265,511,2019,3,"37121","Mitchell",1.24412393162393
13266,13266,373,2019,NA,"37121","Mitchell",1.24412393162393
13267,13267,537,2019,2,"37121","Mitchell",1.24412393162393
13268,13268,6,980,NA,"37011","Avery",1.23222008649688
13269,13269,14,1581,4,"47171","Unicoi",1.17537432303281
13270,13270,1,2046,4,"47057","Grainger",1.13949003642597
13271,13271,12,1581,NA,"47171","Unicoi",1.17537432303281
13272,13272,954,1172,NA,"37137","Pamlico",3.2189855367692
13273,13273,2443,1172,4,"37137","Pamlico",3.2189855367692
13274,13274,1215,1172,2,"37137","Pamlico",3.2189855367692
13275,13275,2398,1172,5,"37137","Pamlico",3.2189855367692
13276,13276,1937,1172,1,"37137","Pamlico",3.2189855367692
13277,13277,1825,1172,3,"37137","Pamlico",3.2189855367692
13278,13278,71,2019,4,"37121","Mitchell",1.24412393162393
13279,13279,2782,23,4,"37037","Chatham",2.21716064538758
13280,13280,2185,1172,NA,"37137","Pamlico",3.2189855367692
13281,13281,3,948,5,"47019","Carter",1.11072025327588
13282,13282,14,2019,5,"37121","Mitchell",1.24412393162393
13283,13283,6654,1427,3,"37049","Craven",2.79346758349705
13284,13284,2425,1427,2,"37049","Craven",2.79346758349705
13285,13285,5334,1427,1,"37049","Craven",2.79346758349705
13286,13286,4767,1427,NA,"37049","Craven",2.79346758349705
13287,13287,97,229,NA,"37027","Caldwell",2.23035690939992
13288,13288,822,1427,NA,"37049","Craven",2.79346758349705
13289,13289,3006,1427,4,"37049","Craven",2.79346758349705
13290,13290,3,951,4,"47179","Washington",1.04479565129857
13291,13291,2667,1213,3,"37107","Lenoir",1.81686460807601
13292,13292,4277,1213,1,"37107","Lenoir",1.81686460807601
13293,13293,963,1819,NA,"47029","Cocke",1.0965250965251
13294,13294,146,1213,NA,"37107","Lenoir",1.81686460807601
13295,13295,13460,1819,1,"47029","Cocke",1.0965250965251
13296,13296,8575,2190,1,"37199","Yancey",1.36577369801424
13297,13297,15,2190,NA,"37199","Yancey",1.36577369801424
13298,13298,5698,1213,NA,"37107","Lenoir",1.81686460807601
13299,13299,1442,1213,2,"37107","Lenoir",1.81686460807601
13300,13300,972,2190,2,"37199","Yancey",1.36577369801424
13301,13301,22,2019,NA,"37121","Mitchell",1.24412393162393
13302,13302,365,2276,4,"37183","Wake",2.30182731841023
13303,13303,686,2190,3,"37199","Yancey",1.36577369801424
13304,13304,261,1819,NA,"47029","Cocke",1.0965250965251
13305,13305,8,1547,4,"47059","Greene",1.04752309809318
13306,13306,3533,471,1,"37159","Rowan",2.18706269721498
13307,13307,3692,471,NA,"37159","Rowan",2.18706269721498
13308,13308,6134,471,2,"37159","Rowan",2.18706269721498
13309,13309,3562,471,3,"37159","Rowan",2.18706269721498
13310,13310,769,1819,2,"47029","Cocke",1.0965250965251
13311,13311,1498,2219,1,"37023","Burke",2.52271746501449
13312,13312,1059,595,NA,"47089","Jefferson",1.04832291074474
13313,13313,2527,2219,3,"37023","Burke",2.52271746501449
13314,13314,8471,2219,2,"37023","Burke",2.52271746501449
13315,13315,1368,1693,NA,"37105","Lee",3.28672680412371
13316,13316,4290,1693,4,"37105","Lee",3.28672680412371
13317,13317,438,2190,NA,"37199","Yancey",1.36577369801424
13318,13318,1733,2219,NA,"37023","Burke",2.52271746501449
13319,13319,53,1693,1,"37105","Lee",3.28672680412371
13320,13320,1458,1693,3,"37105","Lee",3.28672680412371
13321,13321,1959,1693,2,"37105","Lee",3.28672680412371
13322,13322,85,1693,NA,"37105","Lee",3.28672680412371
13323,13323,1349,471,4,"37159","Rowan",2.18706269721498
13324,13324,339,471,NA,"37159","Rowan",2.18706269721498
13325,13325,12043,297,1,"37115","Madison",1.32014083588707
13326,13326,3725,2219,4,"37023","Burke",2.52271746501449
13327,13327,7603,1692,4,"37085","Harnett",3.04693700396825
13328,13328,4764,1692,2,"37085","Harnett",3.04693700396825
13329,13329,13,595,3,"47089","Jefferson",1.04832291074474
13330,13330,2720,1692,3,"37085","Harnett",3.04693700396825
13331,13331,1041,1692,1,"37085","Harnett",3.04693700396825
13332,13332,4999,1692,NA,"37085","Harnett",3.04693700396825
13333,13333,211,2190,4,"37199","Yancey",1.36577369801424
13334,13334,229,1692,NA,"37085","Harnett",3.04693700396825
13335,13335,838,2224,NA,"37111","McDowell",1.73756328045899
13336,13336,2760,2224,2,"37111","McDowell",1.73756328045899
13337,13337,1961,2224,3,"37111","McDowell",1.73756328045899
13338,13338,8679,2224,1,"37111","McDowell",1.73756328045899
13339,13339,1,1862,4,"37101","Johnston",1.82769199818941
13340,13340,1064,297,3,"37115","Madison",1.32014083588707
13341,13341,1954,297,2,"37115","Madison",1.32014083588707
13342,13342,655,297,NA,"37115","Madison",1.32014083588707
13343,13343,310,2219,NA,"37023","Burke",2.52271746501449
13344,13344,1415,2224,4,"37111","McDowell",1.73756328045899
13345,13345,4818,1772,2,"37035","Catawba",2.73830713879947
13346,13346,2054,1772,4,"37035","Catawba",2.73830713879947
13347,13347,3822,1772,NA,"37035","Catawba",2.73830713879947
13348,13348,3690,1772,3,"37035","Catawba",2.73830713879947
13349,13349,170,2224,NA,"37111","McDowell",1.73756328045899
13350,13350,402,1772,NA,"37035","Catawba",2.73830713879947
13351,13351,34,1213,4,"37107","Lenoir",1.81686460807601
13352,13352,19,326,4,"37151","Randolph",1.70478341203038
13353,13353,3825,676,4,"37031","Carteret",3.28467309753483
13354,13354,1867,676,NA,"37031","Carteret",3.28467309753483
13355,13355,230,1819,3,"47029","Cocke",1.0965250965251
13356,13356,2857,676,3,"37031","Carteret",3.28467309753483
13357,13357,13483,1023,4,"37125","Moore",3.30848989719957
13358,13358,3292,2600,NA,"37103","Jones",2.7834026128266
13359,13359,5182,2600,3,"37103","Jones",2.7834026128266
13360,13360,3275,2600,1,"37103","Jones",2.7834026128266
13361,13361,3525,1023,3,"37125","Moore",3.30848989719957
13362,13362,2207,1023,NA,"37125","Moore",3.30848989719957
13363,13363,1312,2600,2,"37103","Jones",2.7834026128266
13364,13364,3205,676,5,"37031","Carteret",3.28467309753483
13365,13365,4599,1023,2,"37125","Moore",3.30848989719957
13366,13366,293,1023,NA,"37125","Moore",3.30848989719957
13367,13367,1965,676,2,"37031","Carteret",3.28467309753483
13368,13368,2143,676,1,"37031","Carteret",3.28467309753483
13369,13369,961,1023,1,"37125","Moore",3.30848989719957
13370,13370,4224,676,NA,"37031","Carteret",3.28467309753483
13371,13371,2462,2600,4,"37103","Jones",2.7834026128266
13372,13372,59,2600,NA,"37103","Jones",2.7834026128266
13373,13373,52,297,NA,"37115","Madison",1.32014083588707
13374,13374,9,1819,4,"47029","Cocke",1.0965250965251
13375,13375,232,2190,5,"37199","Yancey",1.36577369801424
13376,13376,276,297,4,"37115","Madison",1.32014083588707
13377,13377,3896,2937,2,"37123","Montgomery",2.71540726202159
13378,13378,2709,2937,3,"37123","Montgomery",2.71540726202159
13379,13379,3481,2937,1,"37123","Montgomery",2.71540726202159
13380,13380,1133,2937,NA,"37123","Montgomery",2.71540726202159
13381,13381,177,2416,NA,"47155","Sevier",1.24514170040486
13382,13382,10696,894,NA,"37163","Sampson",1.99764099427723
13383,13383,7902,894,3,"37163","Sampson",1.99764099427723
13384,13384,2941,1427,5,"37049","Craven",2.79346758349705
13385,13385,261,2416,3,"47155","Sevier",1.24514170040486
13386,13386,5017,894,2,"37163","Sampson",1.99764099427723
13387,13387,9301,894,1,"37163","Sampson",1.99764099427723
13388,13388,9151,2707,1,"37021","Buncombe",1.84919028340081
13389,13389,1241,2600,5,"37103","Jones",2.7834026128266
13390,13390,7395,2707,2,"37021","Buncombe",1.84919028340081
13391,13391,2418,2707,3,"37021","Buncombe",1.84919028340081
13392,13392,2589,2707,NA,"37021","Buncombe",1.84919028340081
13393,13393,380,2937,NA,"37123","Montgomery",2.71540726202159
13394,13394,1748,2707,4,"37021","Buncombe",1.84919028340081
13395,13395,8467,1499,NA,"37061","Duplin",2.06785575804575
13396,13396,81,894,NA,"37163","Sampson",1.99764099427723
13397,13397,6602,1499,3,"37061","Duplin",2.06785575804575
13398,13398,4409,1499,2,"37061","Duplin",2.06785575804575
13399,13399,8271,1499,1,"37061","Duplin",2.06785575804575
13400,13400,2,88,4,"37057","Davidson",1.70047572578678
13401,13401,6218,2937,4,"37123","Montgomery",2.71540726202159
13402,13402,386,1878,NA,"37167","Stanly",2.55346915782556
13403,13403,2938,1878,4,"37167","Stanly",2.55346915782556
13404,13404,1648,1878,1,"37167","Stanly",2.55346915782556
13405,13405,4398,1878,2,"37167","Stanly",2.55346915782556
13406,13406,3348,1878,NA,"37167","Stanly",2.55346915782556
13407,13407,19,2416,4,"47155","Sevier",1.24514170040486
13408,13408,1667,1878,3,"37167","Stanly",2.55346915782556
13409,13409,60,1499,NA,"37061","Duplin",2.06785575804575
13410,13410,1346,554,3,"37025","Cabarrus",2.53850740335884
13411,13411,4432,554,2,"37025","Cabarrus",2.53850740335884
13412,13412,1499,554,1,"37025","Cabarrus",2.53850740335884
13413,13413,2767,554,NA,"37025","Cabarrus",2.53850740335884
13414,13414,2786,554,4,"37025","Cabarrus",2.53850740335884
13415,13415,102,554,NA,"37025","Cabarrus",2.53850740335884
13416,13416,109,2707,NA,"37021","Buncombe",1.84919028340081
13417,13417,36,2707,5,"37021","Buncombe",1.84919028340081
13418,13418,7237,526,4,"37051","Cumberland",2.96675191815857
13419,13419,4744,526,2,"37051","Cumberland",2.96675191815857
13420,13420,6392,526,NA,"37051","Cumberland",2.96675191815857
13421,13421,1531,526,1,"37051","Cumberland",2.96675191815857
13422,13422,194,526,NA,"37051","Cumberland",2.96675191815857
13423,13423,3296,526,3,"37051","Cumberland",2.96675191815857
13424,13424,668,894,4,"37163","Sampson",1.99764099427723
13425,13425,15616,1500,1,"37087","Haywood",1.25162513542795
13426,13426,855,1500,3,"37087","Haywood",1.25162513542795
13427,13427,2817,220,3,"37109","Lincoln",2.72629257534918
13428,13428,1556,220,4,"37109","Lincoln",2.72629257534918
13429,13429,296,220,NA,"37109","Lincoln",2.72629257534918
13430,13430,2375,220,NA,"37109","Lincoln",2.72629257534918
13431,13431,3788,220,2,"37109","Lincoln",2.72629257534918
13432,13432,1190,1500,NA,"37087","Haywood",1.25162513542795
13433,13433,1571,1500,2,"37087","Haywood",1.25162513542795
13434,13434,7634,2175,NA,"37119","Mecklenburg",2.45367700072098
13435,13435,4071,2175,2,"37119","Mecklenburg",2.45367700072098
13436,13436,1939,2175,1,"37119","Mecklenburg",2.45367700072098
13437,13437,1887,2175,4,"37119","Mecklenburg",2.45367700072098
13438,13438,3199,2175,3,"37119","Mecklenburg",2.45367700072098
13439,13439,660,2175,NA,"37119","Mecklenburg",2.45367700072098
13440,13440,828,1389,4,"37161","Rutherford",1.9579309215911
13441,13441,1694,1389,NA,"37161","Rutherford",1.9579309215911
13442,13442,4448,1389,2,"37161","Rutherford",1.9579309215911
13443,13443,5312,1389,3,"37161","Rutherford",1.9579309215911
13444,13444,5539,1009,2,"37045","Cleveland",2.50297482837529
13445,13445,3913,1009,3,"37045","Cleveland",2.50297482837529
13446,13446,2113,1009,4,"37045","Cleveland",2.50297482837529
13447,13447,7739,1389,1,"37161","Rutherford",1.9579309215911
13448,13448,3395,1009,NA,"37045","Cleveland",2.50297482837529
13449,13449,36,1819,5,"47029","Cocke",1.0965250965251
13450,13450,6162,2044,4,"37133","Onslow",2.87052425494888
13451,13451,7577,2044,3,"37133","Onslow",2.87052425494888
13452,13452,3538,2044,2,"37133","Onslow",2.87052425494888
13453,13453,4254,2044,1,"37133","Onslow",2.87052425494888
13454,13454,3927,2044,NA,"37133","Onslow",2.87052425494888
13455,13455,110,1500,5,"37087","Haywood",1.25162513542795
13456,13456,308,1500,4,"37087","Haywood",1.25162513542795
13457,13457,1454,2044,5,"37133","Onslow",2.87052425494888
13458,13458,656,2416,5,"47155","Sevier",1.24514170040486
13459,13459,47,1500,NA,"37087","Haywood",1.25162513542795
13460,13460,124,1389,NA,"37161","Rutherford",1.9579309215911
13461,13461,7133,534,4,"37093","Hoke",3.49783386701827
13462,13462,1847,534,2,"37093","Hoke",3.49783386701827
13463,13463,3242,534,NA,"37093","Hoke",3.49783386701827
13464,13464,981,1499,4,"37061","Duplin",2.06785575804575
13465,13465,1577,2044,NA,"37133","Onslow",2.87052425494888
13466,13466,55,534,NA,"37093","Hoke",3.49783386701827
13467,13467,669,973,5,"37173","Swain",1.25185873605948
13468,13468,127,1009,NA,"37045","Cleveland",2.50297482837529
13469,13469,1638,534,3,"37093","Hoke",3.49783386701827
13470,13470,104,973,4,"37173","Swain",1.25185873605948
13471,13471,1545,1009,1,"37045","Cleveland",2.50297482837529
13472,13472,1,220,1,"37109","Lincoln",2.72629257534918
13473,13473,2219,1859,4,"37071","Gaston",2.59137722132472
13474,13474,5054,1859,2,"37071","Gaston",2.59137722132472
13475,13475,2756,1859,NA,"37071","Gaston",2.59137722132472
13476,13476,2025,1859,3,"37071","Gaston",2.59137722132472
13477,13477,257,1859,NA,"37071","Gaston",2.59137722132472
13478,13478,606,1859,1,"37071","Gaston",2.59137722132472
13479,13479,2483,533,2,"37153","Richmond",3.53340129119946
13480,13480,10396,533,4,"37153","Richmond",3.53340129119946
13481,13481,1804,533,3,"37153","Richmond",3.53340129119946
13482,13482,2117,533,NA,"37153","Richmond",3.53340129119946
13483,13483,217,533,NA,"37153","Richmond",3.53340129119946
13484,13484,7612,2814,1,"37089","Henderson",1.48861522105077
13485,13485,2005,2814,NA,"37089","Henderson",1.48861522105077
13486,13486,1947,2814,2,"37089","Henderson",1.48861522105077
13487,13487,1616,2814,3,"37089","Henderson",1.48861522105077
13488,13488,2489,1396,NA,"37007","Anson",3.09500244379277
13489,13489,1572,1396,1,"37007","Anson",3.09500244379277
13490,13490,8584,1396,4,"37007","Anson",3.09500244379277
13491,13491,3885,1396,2,"37007","Anson",3.09500244379277
13492,13492,2327,1396,3,"37007","Anson",3.09500244379277
13493,13493,226,1396,NA,"37007","Anson",3.09500244379277
13494,13494,112,2814,4,"37089","Henderson",1.48861522105077
13495,13495,35,2814,NA,"37089","Henderson",1.48861522105077
13496,13496,5585,2008,2,"37179","Union",2.20913413245831
13497,13497,7697,2008,NA,"37179","Union",2.20913413245831
13498,13498,4086,2008,1,"37179","Union",2.20913413245831
13499,13499,1947,2008,4,"37179","Union",2.20913413245831
13500,13500,3315,2008,3,"37179","Union",2.20913413245831
13501,13501,5,526,5,"37051","Cumberland",2.96675191815857
13502,13502,105,2008,NA,"37179","Union",2.20913413245831
13503,13503,2299,1690,3,"37149","Polk",1.75625806451613
13504,13504,4232,1690,1,"37149","Polk",1.75625806451613
13505,13505,32,533,1,"37153","Richmond",3.53340129119946
13506,13506,850,1647,NA,"37099","Jackson",1.15646832088653
13507,13507,14993,1647,1,"37099","Jackson",1.15646832088653
13508,13508,1197,1690,2,"37149","Polk",1.75625806451613
13509,13509,737,1647,2,"37099","Jackson",1.15646832088653
13510,13510,50,1690,NA,"37149","Polk",1.75625806451613
13511,13511,673,1690,NA,"37149","Polk",1.75625806451613
13512,13512,769,1647,3,"37099","Jackson",1.15646832088653
13513,13513,5382,1691,4,"37165","Scotland",3.33099297893681
13514,13514,2412,1691,2,"37165","Scotland",3.33099297893681
13515,13515,49,1691,NA,"37165","Scotland",3.33099297893681
13516,13516,2383,1691,NA,"37165","Scotland",3.33099297893681
13517,13517,22,1690,4,"37149","Polk",1.75625806451613
13518,13518,1179,1691,3,"37165","Scotland",3.33099297893681
13519,13519,9843,215,2,"37155","Robeson",2.75514981273408
13520,13520,6355,215,4,"37155","Robeson",2.75514981273408
13521,13521,369,1499,5,"37061","Duplin",2.06785575804575
13522,13522,97,1647,4,"37099","Jackson",1.15646832088653
13523,13523,4291,215,3,"37155","Robeson",2.75514981273408
13524,13524,12258,215,NA,"37155","Robeson",2.75514981273408
13525,13525,11093,2990,1,"37175","Transylvania",1.1778166216431
13526,13526,6604,1751,1,"37017","Bladen",2.77395849229361
13527,13527,4952,1751,NA,"37017","Bladen",2.77395849229361
13528,13528,3421,1751,2,"37017","Bladen",2.77395849229361
13529,13529,6241,1751,3,"37017","Bladen",2.77395849229361
13530,13530,5939,1955,3,"37141","Pender",2.93965579318787
13531,13531,7793,1955,4,"37141","Pender",2.93965579318787
13532,13532,3069,1955,NA,"37141","Pender",2.93965579318787
13533,13533,6902,1955,1,"37141","Pender",2.93965579318787
13534,13534,9188,1751,4,"37017","Bladen",2.77395849229361
13535,13535,493,1955,NA,"37141","Pender",2.93965579318787
13536,13536,3315,1955,2,"37141","Pender",2.93965579318787
13537,13537,709,2990,3,"37175","Transylvania",1.1778166216431
13538,13538,851,2990,NA,"37175","Transylvania",1.1778166216431
13539,13539,3825,1955,5,"37141","Pender",2.93965579318787
13540,13540,766,2990,2,"37175","Transylvania",1.1778166216431
13541,13541,369,1751,NA,"37017","Bladen",2.77395849229361
13542,13542,102,215,NA,"37155","Robeson",2.75514981273408
13543,13543,758,1751,5,"37017","Bladen",2.77395849229361
13544,13544,130,1647,NA,"37099","Jackson",1.15646832088653
13545,13545,511,2919,NA,"45091","York",1.92234326055449
13546,13546,6368,2919,2,"45091","York",1.92234326055449
13547,13547,8420,2919,1,"45091","York",1.92234326055449
13548,13548,2835,2919,NA,"45091","York",1.92234326055449
13549,13549,6443,2919,3,"45091","York",1.92234326055449
13550,13550,158,2919,4,"45091","York",1.92234326055449
13551,13551,8,1647,5,"37099","Jackson",1.15646832088653
13552,13552,4593,2189,1,"45021","Cherokee",1.96632572777341
13553,13553,4077,2189,2,"45021","Cherokee",1.96632572777341
13554,13554,18,2990,4,"37175","Transylvania",1.1778166216431
13555,13555,3915,2189,3,"45021","Cherokee",1.96632572777341
13556,13556,125,2189,4,"45021","Cherokee",1.96632572777341
13557,13557,1249,2189,NA,"45021","Cherokee",1.96632572777341
13558,13558,78,2990,NA,"37175","Transylvania",1.1778166216431
13559,13559,158,2189,NA,"45021","Cherokee",1.96632572777341
13560,13560,10581,2244,3,"45057","Lancaster",2.35372544716339
13561,13561,3493,2244,2,"45057","Lancaster",2.35372544716339
13562,13562,3,894,5,"37163","Sampson",1.99764099427723
13563,13563,4146,2244,1,"45057","Lancaster",2.35372544716339
13564,13564,9528,1582,3,"45083","Spartanburg",2.12923354817521
13565,13565,6382,1582,1,"45083","Spartanburg",2.12923354817521
13566,13566,1291,2244,NA,"45057","Lancaster",2.35372544716339
13567,13567,8448,1582,2,"45083","Spartanburg",2.12923354817521
13568,13568,4407,1582,NA,"45083","Spartanburg",2.12923354817521
13569,13569,367,1582,NA,"45083","Spartanburg",2.12923354817521
13570,13570,15361,1789,1,"37113","Macon",1.1849463592787
13571,13571,10674,1351,1,"45045","Greenville",1.80251915793182
13572,13572,6186,1351,3,"45045","Greenville",1.80251915793182
13573,13573,261,1351,NA,"45045","Greenville",1.80251915793182
13574,13574,5289,1351,NA,"45045","Greenville",1.80251915793182
13575,13575,5844,1351,2,"45045","Greenville",1.80251915793182
13576,13576,1014,1789,3,"37113","Macon",1.1849463592787
13577,13577,838,1789,NA,"37113","Macon",1.1849463592787
13578,13578,1117,1789,2,"37113","Macon",1.1849463592787
13579,13579,208,2244,NA,"45057","Lancaster",2.35372544716339
13580,13580,32,1789,4,"37113","Macon",1.1849463592787
13581,13581,1,1582,4,"45083","Spartanburg",2.12923354817521
13582,13582,2,1351,4,"45045","Greenville",1.80251915793182
13583,13583,871,215,1,"37155","Robeson",2.75514981273408
13584,13584,104,1789,NA,"37113","Macon",1.1849463592787
13585,13585,5685,672,4,"45069","Marlboro",3.0148896775189
13586,13586,2316,672,3,"45069","Marlboro",3.0148896775189
13587,13587,4093,672,NA,"45069","Marlboro",3.0148896775189
13588,13588,4430,672,2,"45069","Marlboro",3.0148896775189
13589,13589,191,672,NA,"45069","Marlboro",3.0148896775189
13590,13590,6421,3066,3,"45025","Chesterfield",3.11813964459821
13591,13591,276,3066,NA,"45025","Chesterfield",3.11813964459821
13592,13592,11957,3066,4,"45025","Chesterfield",3.11813964459821
13593,13593,5164,3066,2,"45025","Chesterfield",3.11813964459821
13594,13594,2919,3066,NA,"45025","Chesterfield",3.11813964459821
13595,13595,1894,3066,1,"45025","Chesterfield",3.11813964459821
13596,13596,7943,1118,1,"45077","Pickens",1.78232065114518
13597,13597,3413,1118,2,"45077","Pickens",1.78232065114518
13598,13598,4493,1118,3,"45077","Pickens",1.78232065114518
13599,13599,1807,1118,NA,"45077","Pickens",1.78232065114518
13600,13600,556,1118,NA,"45077","Pickens",1.78232065114518
13601,13601,1023,1909,1,"37129","New Hanover",2.62456293706294
13602,13602,937,1909,NA,"37129","New Hanover",2.62456293706294
13603,13603,1436,1909,3,"37129","New Hanover",2.62456293706294
13604,13604,1170,1909,4,"37129","New Hanover",2.62456293706294
13605,13605,6,2244,4,"45057","Lancaster",2.35372544716339
13606,13606,2296,1909,NA,"37129","New Hanover",2.62456293706294
13607,13607,912,1909,2,"37129","New Hanover",2.62456293706294
13608,13608,13373,139,3,"45023","Chester",2.54150524303941
13609,13609,2890,139,1,"45023","Chester",2.54150524303941
13610,13610,255,139,NA,"45023","Chester",2.54150524303941
13611,13611,4465,2599,NA,"45033","Dillon",2.5393982087149
13612,13612,3096,139,2,"45023","Chester",2.54150524303941
13613,13613,3134,2599,2,"45033","Dillon",2.5393982087149
13614,13614,1646,2599,3,"45033","Dillon",2.5393982087149
13615,13615,10140,1918,1,"45073","Oconee",1.82383044464829
13616,13616,1655,1918,NA,"45073","Oconee",1.82383044464829
13617,13617,2903,2659,1,"45087","Union",2.51694274920081
13618,13618,2505,2659,2,"45087","Union",2.51694274920081
13619,13619,1211,139,NA,"45023","Chester",2.54150524303941
13620,13620,2957,2599,4,"45033","Dillon",2.5393982087149
13621,13621,11797,2659,3,"45087","Union",2.51694274920081
13622,13622,6491,1918,3,"45073","Oconee",1.82383044464829
13623,13623,971,2659,NA,"45087","Union",2.51694274920081
13624,13624,1561,1918,NA,"45073","Oconee",1.82383044464829
13625,13625,7666,3048,NA,"37047","Columbus",2.53982816934261
13626,13626,35,1909,5,"37129","New Hanover",2.62456293706294
13627,13627,3166,3048,2,"37047","Columbus",2.53982816934261
13628,13628,52,2599,NA,"45033","Dillon",2.5393982087149
13629,13629,6090,3048,3,"37047","Columbus",2.53982816934261
13630,13630,8458,3048,1,"37047","Columbus",2.53982816934261
13631,13631,7773,3048,4,"37047","Columbus",2.53982816934261
13632,13632,4082,1918,2,"45073","Oconee",1.82383044464829
13633,13633,7558,2884,3,"37019","Brunswick",3.02316830222091
13634,13634,139,2659,NA,"45087","Union",2.51694274920081
13635,13635,547,3048,NA,"37047","Columbus",2.53982816934261
13636,13636,4870,2884,1,"37019","Brunswick",3.02316830222091
13637,13637,1398,2884,NA,"37019","Brunswick",3.02316830222091
13638,13638,10729,2884,4,"37019","Brunswick",3.02316830222091
13639,13639,2753,2884,2,"37019","Brunswick",3.02316830222091
13640,13640,3188,2884,NA,"37019","Brunswick",3.02316830222091
13641,13641,1196,2884,5,"37019","Brunswick",3.02316830222091
13642,13642,10017,2261,1,"13241","Rabun",1.32195044472681
13643,13643,557,2261,NA,"13241","Rabun",1.32195044472681
13644,13644,1463,2261,3,"13241","Rabun",1.32195044472681
13645,13645,1104,2261,2,"13241","Rabun",1.32195044472681
13646,13646,8,2261,4,"13241","Rabun",1.32195044472681
13647,13647,236,3048,5,"37047","Columbus",2.53982816934261
13648,13648,246,2261,NA,"13241","Rabun",1.32195044472681
13649,13649,12251,1322,3,"45055","Kershaw",2.67910416579618
13650,13650,3818,1322,1,"45055","Kershaw",2.67910416579618
