"OID_","Value","Count","cntys_svi_wfp_metrics_clip_raster","whp2020_cls_conus","GEOID","NAME","weighted_wfhp"
3592,3592,395,601,1,"08031","Denver",1.7724795640327
3593,3593,59,601,3,"08031","Denver",1.7724795640327
3594,3594,2516,2403,4,"08019","Clear Creek",2.75359171399933
3595,3595,24300,899,1,"20023","Cheyenne",1.00016458196182
3596,3596,11960,899,NA,"20023","Cheyenne",1.00016458196182
3597,3597,1,567,3,"31087","Hitchcock",1.00156146777971
3598,3598,1,601,4,"08031","Denver",1.7724795640327
3599,3599,813,2403,5,"08019","Clear Creek",2.75359171399933
3600,3600,15594,2053,NA,"20153","Rawlins",1.00071431760346
3601,3601,22384,2053,1,"20153","Rawlins",1.00071431760346
3602,3602,63,601,NA,"08031","Denver",1.7724795640327
3603,3603,14,2053,2,"20153","Rawlins",1.00071431760346
3604,3604,13641,109,NA,"20039","Decatur",1.00110363094581
3605,3605,18102,109,1,"20039","Decatur",1.00110363094581
3606,3606,17842,2603,1,"20137","Norton",1.03200174159138
3607,3607,12799,2603,NA,"20137","Norton",1.03200174159138
3608,3608,4,899,2,"20023","Cheyenne",1.00016458196182
3609,3609,476,2603,2,"20137","Norton",1.03200174159138
3610,3610,9315,2879,NA,"08005","Arapahoe",1.24493948247078
3611,3611,12592,149,NA,"20147","Phillips",1.05346912794398
3612,3612,17956,149,1,"20147","Phillips",1.05346912794398
3613,3613,14593,2879,1,"08005","Arapahoe",1.24493948247078
3614,3614,4460,2879,2,"08005","Arapahoe",1.24493948247078
3615,3615,1,2053,3,"20153","Rawlins",1.00071431760346
3616,3616,20,109,2,"20039","Decatur",1.00110363094581
3617,3617,335,149,NA,"20147","Phillips",1.05346912794398
3618,3618,110,2879,3,"08005","Arapahoe",1.24493948247078
3619,3619,784,149,2,"20147","Phillips",1.05346912794398
3620,3620,26,496,4,"08117","Summit",1.7573533595039
3621,3621,5,2879,4,"08005","Arapahoe",1.24493948247078
3622,3622,112,149,3,"20147","Phillips",1.05346912794398
3623,3623,7,2053,NA,"20153","Rawlins",1.00071431760346
3624,3624,4,109,NA,"20039","Decatur",1.00110363094581
3625,3625,148,2879,NA,"08005","Arapahoe",1.24493948247078
3626,3626,138,2603,NA,"20137","Norton",1.03200174159138
3627,3627,2689,385,NA,"08093","Park",1.97707038579775
3628,3628,33994,385,1,"08093","Park",1.97707038579775
3629,3629,684,385,NA,"08093","Park",1.97707038579775
3630,3630,19939,385,2,"08093","Park",1.97707038579775
3631,3631,12131,385,3,"08093","Park",1.97707038579775
3632,3632,7097,385,4,"08093","Park",1.97707038579775
3633,3633,1982,385,5,"08093","Park",1.97707038579775
3634,3634,7,899,NA,"20023","Cheyenne",1.00016458196182
3635,3635,56,2603,3,"20137","Norton",1.03200174159138
3636,3636,705,2685,1,"08035","Douglas",3.10424112900254
3637,3637,101,2685,NA,"08035","Douglas",3.10424112900254
3638,3638,2699,2685,NA,"08035","Douglas",3.10424112900254
3639,3639,10946,2685,2,"08035","Douglas",3.10424112900254
3640,3640,5209,2685,3,"08035","Douglas",3.10424112900254
3641,3641,3931,363,3,"08097","Pitkin",1.61372689204371
3642,3642,6841,363,2,"08097","Pitkin",1.61372689204371
3643,3643,17493,363,1,"08097","Pitkin",1.61372689204371
3644,3644,1108,363,4,"08097","Pitkin",1.61372689204371
3645,3645,5074,363,NA,"08097","Pitkin",1.61372689204371
3646,3646,5373,2685,4,"08035","Douglas",3.10424112900254
3647,3647,5193,2798,2,"08039","Elbert",1.11572262386416
3648,3648,54268,2798,1,"08039","Elbert",1.11572262386416
3649,3649,5433,2798,NA,"08039","Elbert",1.11572262386416
3650,3650,755,2798,3,"08039","Elbert",1.11572262386416
3651,3651,92,2798,4,"08039","Elbert",1.11572262386416
3652,3652,138,363,NA,"08097","Pitkin",1.61372689204371
3653,3653,4906,2685,5,"08035","Douglas",3.10424112900254
3654,3654,2386,1839,NA,"08065","Lake",1.14535469107551
3655,3655,1582,1839,2,"08065","Lake",1.14535469107551
3656,3656,9340,1839,1,"08065","Lake",1.14535469107551
3657,3657,331,1839,NA,"08065","Lake",1.14535469107551
3658,3658,14500,1037,NA,"08073","Lincoln",1.00470746469401
3659,3659,15,2798,NA,"08039","Elbert",1.11572262386416
3660,3660,76989,1037,1,"08073","Lincoln",1.00470746469401
3661,3661,3,1839,3,"08065","Lake",1.14535469107551
3662,3662,29474,2375,NA,"08063","Kit Carson",1.00006342092468
3663,3663,47300,2375,1,"08063","Kit Carson",1.00006342092468
3664,3664,3,2375,2,"08063","Kit Carson",1.00006342092468
3665,3665,20529,727,NA,"20181","Sherman",1.00011772323268
3666,3666,16987,727,1,"20181","Sherman",1.00011772323268
3667,3667,24923,2054,NA,"20193","Thomas",1
3668,3668,13258,2054,1,"20193","Thomas",1
3669,3669,69,1037,NA,"08073","Lincoln",1.00470746469401
3670,3670,16142,2460,1,"20179","Sheridan",1.00302655960469
3671,3671,15629,2460,NA,"20179","Sheridan",1.00302655960469
3672,3672,307,1037,2,"08073","Lincoln",1.00470746469401
3673,3673,2,727,2,"20181","Sherman",1.00011772323268
3674,3674,18,2460,NA,"20179","Sheridan",1.00302655960469
3675,3675,19393,1232,1,"20065","Graham",1.07615798577744
3676,3676,11010,1232,NA,"20065","Graham",1.07615798577744
3677,3677,47,2460,2,"20179","Sheridan",1.00302655960469
3678,3678,1253,1232,2,"20065","Graham",1.07615798577744
3679,3679,5,2054,NA,"20193","Thomas",1
3680,3680,166,1232,3,"20065","Graham",1.07615798577744
3681,3681,12044,2887,NA,"20163","Rooks",1.09582322267541
3682,3682,17713,2887,1,"20163","Rooks",1.09582322267541
3683,3683,1457,2887,2,"20163","Rooks",1.09582322267541
3684,3684,112,1232,NA,"20065","Graham",1.07615798577744
3685,3685,198,2887,3,"20163","Rooks",1.09582322267541
3686,3686,389,2887,NA,"20163","Rooks",1.09582322267541
3687,3687,8,727,NA,"20181","Sherman",1.00011772323268
3688,3688,16419,691,1,"08015","Chaffee",1.6266925839291
3689,3689,5549,691,NA,"08015","Chaffee",1.6266925839291
3690,3690,1,2460,3,"20179","Sheridan",1.00302655960469
3691,3691,9895,691,2,"08015","Chaffee",1.6266925839291
3692,3692,17,2375,NA,"08063","Kit Carson",1.00006342092468
3693,3693,159,691,NA,"08015","Chaffee",1.6266925839291
3694,3694,2997,691,3,"08015","Chaffee",1.6266925839291
3695,3695,5420,2727,3,"08119","Teller",3.45854187090449
3696,3696,6782,2727,4,"08119","Teller",3.45854187090449
3697,3697,2483,2727,2,"08119","Teller",3.45854187090449
3698,3698,1201,2727,1,"08119","Teller",3.45854187090449
3699,3699,3495,2727,5,"08119","Teller",3.45854187090449
3700,3700,4541,2721,4,"08041","El Paso",1.89192941857102
3701,3701,3509,2721,5,"08041","El Paso",1.89192941857102
3702,3702,373,2727,NA,"08119","Teller",3.45854187090449
3703,3703,24113,2721,2,"08041","El Paso",1.89192941857102
3704,3704,107,2727,NA,"08119","Teller",3.45854187090449
3705,3705,4948,2721,3,"08041","El Paso",1.89192941857102
3706,3706,6377,2721,NA,"08041","El Paso",1.89192941857102
3707,3707,128,2721,NA,"08041","El Paso",1.89192941857102
3708,3708,32029,2721,1,"08041","El Paso",1.89192941857102
3709,3709,27,1037,3,"08073","Lincoln",1.00470746469401
3710,3710,1035,691,4,"08015","Chaffee",1.6266925839291
3711,3711,21210,211,1,"20199","Wallace",1.00009428625306
3712,3712,11250,211,NA,"20199","Wallace",1.00009428625306
3713,3713,24852,1853,1,"20109","Logan",1.00192771084337
3714,3714,13204,1853,NA,"20109","Logan",1.00192771084337
3715,3715,44458,120,1,"08017","Cheyenne",1.00501398992725
3716,3716,18614,120,NA,"08017","Cheyenne",1.00501398992725
3717,3717,2,211,2,"20199","Wallace",1.00009428625306
3718,3718,14493,1330,NA,"20063","Gove",1.00980558621275
3719,3719,23332,1330,1,"20063","Gove",1.00980558621275
3720,3720,20411,284,1,"20195","Trego",1.02833969465649
3721,3721,221,1330,2,"20063","Gove",1.00980558621275
3722,3722,10409,284,NA,"20195","Trego",1.02833969465649
3723,3723,504,284,2,"20195","Trego",1.02833969465649
3724,3724,45,284,3,"20195","Trego",1.02833969465649
3725,3725,29,1330,NA,"20063","Gove",1.00980558621275
3726,3726,598,284,NA,"20195","Trego",1.02833969465649
3727,3727,18988,239,1,"20051","Ellis",1.10583627853663
3728,3728,1687,239,2,"20051","Ellis",1.10583627853663
3729,3729,10742,239,NA,"20051","Ellis",1.10583627853663
3730,3730,305,239,NA,"20051","Ellis",1.10583627853663
3731,3731,260,239,3,"20051","Ellis",1.10583627853663
3732,3732,15262,1218,NA,"27093","Meeker",1.04754307594129
3733,3733,6014,1218,1,"27093","Meeker",1.04754307594129
3734,3734,4826,1701,NA,"27163","Washington",1.1711701526286
3735,3735,7731,1701,1,"27163","Washington",1.1711701526286
3736,3736,1378,1701,NA,"27163","Washington",1.1711701526286
3737,3737,1353,1218,NA,"27093","Meeker",1.04754307594129
3738,3738,240,1701,3,"27163","Washington",1.1711701526286
3739,3739,4929,3021,1,"46051","Grant",1.7881513987932
3740,3740,1775,3021,2,"46051","Grant",1.7881513987932
3741,3741,581,3021,4,"46051","Grant",1.7881513987932
3742,3742,377,3021,NA,"46051","Grant",1.7881513987932
3743,3743,1827,3021,3,"46051","Grant",1.7881513987932
3744,3744,14945,3021,NA,"46051","Grant",1.7881513987932
3745,3745,794,1701,2,"27163","Washington",1.1711701526286
3746,3746,80,1701,4,"27163","Washington",1.1711701526286
3747,3747,210,1218,2,"27093","Meeker",1.04754307594129
3748,3748,44,1218,3,"27093","Meeker",1.04754307594129
3749,3749,817,2677,NA,"46049","Faulk",2.1139090309822
3750,3750,19749,2677,NA,"46049","Faulk",2.1139090309822
3751,3751,5901,2677,1,"46049","Faulk",2.1139090309822
3752,3752,3200,2677,2,"46049","Faulk",2.1139090309822
3753,3753,4520,2677,3,"46049","Faulk",2.1139090309822
3754,3754,1538,2677,4,"46049","Faulk",2.1139090309822
3755,3755,17090,158,1,"55033","Dunn",1.00040942855472
3756,3756,13206,158,NA,"55033","Dunn",1.00040942855472
3757,3757,38988,2618,NA,"46115","Spink",1.26886064791009
3758,3758,715,2618,3,"46115","Spink",1.26886064791009
3759,3759,1720,2618,2,"46115","Spink",1.26886064791009
3760,3760,11008,2618,1,"46115","Spink",1.26886064791009
3761,3761,20427,140,NA,"27073","Lac qui Parle",1.44633287398561
3762,3762,868,140,2,"27073","Lac qui Parle",1.44633287398561
3763,3763,307,140,4,"27073","Lac qui Parle",1.44633287398561
3764,3764,4824,140,1,"27073","Lac qui Parle",1.44633287398561
3765,3765,1049,2618,NA,"46115","Spink",1.26886064791009
3766,3766,10697,2569,NA,"27053","Hennepin",1.18450061240396
3767,3767,976,2569,2,"27053","Hennepin",1.18450061240396
3768,3768,1873,2569,NA,"27053","Hennepin",1.18450061240396
3769,3769,393,158,NA,"55033","Dunn",1.00040942855472
3770,3770,7,158,2,"55033","Dunn",1.00040942855472
3771,3771,710,140,NA,"27073","Lac qui Parle",1.44633287398561
3772,3772,7686,2569,1,"27053","Hennepin",1.18450061240396
3773,3773,170,2618,4,"46115","Spink",1.26886064791009
3774,3774,501,140,3,"27073","Lac qui Parle",1.44633287398561
3775,3775,11757,2932,NA,"55109","St. Croix",1.00972902853848
3776,3776,13758,2932,1,"55109","St. Croix",1.00972902853848
3777,3777,101,2932,2,"55109","St. Croix",1.00972902853848
3778,3778,465,2932,NA,"55109","St. Croix",1.00972902853848
3779,3779,276,2569,3,"27053","Hennepin",1.18450061240396
3780,3780,17,2932,3,"55109","St. Croix",1.00972902853848
3781,3781,16,2896,5,"27011","Big Stone",1.40569210866753
3782,3782,43,2569,4,"27053","Hennepin",1.18450061240396
3783,3783,31,140,5,"27073","Lac qui Parle",1.44633287398561
3784,3784,8253,355,1,"46025","Clark",1.43921703296703
3785,3785,1947,355,2,"46025","Clark",1.43921703296703
3786,3786,1175,355,3,"46025","Clark",1.43921703296703
3787,3787,19227,355,NA,"46025","Clark",1.43921703296703
3788,3788,273,355,4,"46025","Clark",1.43921703296703
3789,3789,3505,355,NA,"46025","Clark",1.43921703296703
3790,3790,14390,1532,NA,"46029","Codington",1.42231670880257
3791,3791,917,1532,3,"46029","Codington",1.42231670880257
3792,3792,6150,1532,1,"46029","Codington",1.42231670880257
3793,3793,2376,1532,NA,"46029","Codington",1.42231670880257
3794,3794,1532,1532,2,"46029","Codington",1.42231670880257
3795,3795,103,1532,4,"46029","Codington",1.42231670880257
3796,3796,65,1591,3,"27123","Ramsey",1.15425790754258
3797,3797,3440,1591,NA,"27123","Ramsey",1.15425790754258
3798,3798,178,1591,2,"27123","Ramsey",1.15425790754258
3799,3799,1809,1591,1,"27123","Ramsey",1.15425790754258
3800,3800,547,1591,NA,"27123","Ramsey",1.15425790754258
3801,3801,17187,1983,NA,"27023","Chippewa",1.30047365304914
3802,3802,2742,1983,1,"27023","Chippewa",1.30047365304914
3803,3803,3,1591,4,"27123","Ramsey",1.15425790754258
3804,3804,310,1983,NA,"27023","Chippewa",1.30047365304914
3805,3805,63,1983,4,"27023","Chippewa",1.30047365304914
3806,3806,320,1983,2,"27023","Chippewa",1.30047365304914
3807,3807,253,1983,3,"27023","Chippewa",1.30047365304914
3808,3808,16679,2918,NA,"55019","Clark",1.07105830716259
3809,3809,24558,2918,1,"55019","Clark",1.07105830716259
3810,3810,1864,2918,2,"55019","Clark",1.07105830716259
3811,3811,11,2677,5,"46049","Faulk",2.1139090309822
3812,3812,3,3021,5,"46051","Grant",1.7881513987932
3813,3813,7482,3064,NA,"27019","Carver",1.04298774557479
3814,3814,4957,3064,1,"27019","Carver",1.04298774557479
3815,3815,736,3064,NA,"27019","Carver",1.04298774557479
3816,3816,147,3064,2,"27019","Carver",1.04298774557479
3817,3817,13747,157,NA,"27085","McLeod",1.00539228902669
3818,3818,3691,157,1,"27085","McLeod",1.00539228902669
3819,3819,503,157,NA,"27085","McLeod",1.00539228902669
3820,3820,189,2918,NA,"55019","Clark",1.07105830716259
3821,3821,12187,270,NA,"46039","Deuel",2.00382152447841
3822,3822,1082,270,4,"46039","Deuel",2.00382152447841
3823,3823,8,270,5,"46039","Deuel",2.00382152447841
3824,3824,2311,270,3,"46039","Deuel",2.00382152447841
3825,3825,784,270,NA,"46039","Deuel",2.00382152447841
3826,3826,4462,270,1,"46039","Deuel",2.00382152447841
3827,3827,1819,270,2,"46039","Deuel",2.00382152447841
3828,3828,37,3064,3,"27019","Carver",1.04298774557479
3829,3829,16,157,2,"27085","McLeod",1.00539228902669
3830,3830,12794,1501,NA,"27037","Dakota",1.01453014665942
3831,3831,686,1501,NA,"27037","Dakota",1.01453014665942
3832,3832,13351,1258,1,"55035","Eau Claire",1.11342054585298
3833,3833,7581,1258,NA,"55035","Eau Claire",1.11342054585298
3834,3834,1708,1258,2,"55035","Eau Claire",1.11342054585298
3835,3835,7267,1501,1,"27037","Dakota",1.01453014665942
3836,3836,87,1501,2,"27037","Dakota",1.01453014665942
3837,3837,282,1258,NA,"55035","Eau Claire",1.11342054585298
3838,3838,3899,2537,2,"46059","Hand",2.67109493009024
3839,3839,5719,2537,3,"46059","Hand",2.67109493009024
3840,3840,9075,2537,4,"46059","Hand",2.67109493009024
3841,3841,24407,2537,NA,"46059","Hand",2.67109493009024
3842,3842,6980,2537,1,"46059","Hand",2.67109493009024
3843,3843,937,2537,NA,"46059","Hand",2.67109493009024
3844,3844,21645,1763,NA,"27173","Yellow Medicine",1.14274631497285
3845,3845,4598,1763,1,"27173","Yellow Medicine",1.14274631497285
3846,3846,172,1763,3,"27173","Yellow Medicine",1.14274631497285
3847,3847,146,2537,5,"46059","Hand",2.67109493009024
3848,3848,383,1763,2,"27173","Yellow Medicine",1.14274631497285
3849,3849,11043,142,1,"55093","Pierce",1.00072391638766
3850,3850,9393,142,NA,"55093","Pierce",1.00072391638766
3851,3851,626,142,NA,"55093","Pierce",1.00072391638766
3852,3852,2,157,3,"27085","McLeod",1.00539228902669
3853,3853,8,142,2,"55093","Pierce",1.00072391638766
3854,3854,282,1763,NA,"27173","Yellow Medicine",1.14274631497285
3855,3855,30492,2531,NA,"27129","Renville",1.01169043722235
3856,3856,4241,2531,1,"27129","Renville",1.01169043722235
3857,3857,291,2531,NA,"27129","Renville",1.01169043722235
3858,3858,10,1501,3,"27037","Dakota",1.01453014665942
3859,3859,22,2531,2,"27129","Renville",1.01169043722235
3860,3860,5947,666,1,"27139","Scott",1.05801282051282
3861,3861,224,666,2,"27139","Scott",1.05801282051282
3862,3862,521,666,NA,"27139","Scott",1.05801282051282
3863,3863,6325,666,NA,"27139","Scott",1.05801282051282
3864,3864,1899,2441,NA,"46057","Hamlin",1.22111992945326
3865,3865,12651,2441,NA,"46057","Hamlin",1.22111992945326
3866,3866,3742,2441,1,"46057","Hamlin",1.22111992945326
3867,3867,593,2441,2,"46057","Hamlin",1.22111992945326
3868,3868,193,2441,3,"46057","Hamlin",1.22111992945326
3869,3869,14,2531,3,"27129","Renville",1.01169043722235
3870,3870,8,2441,4,"46057","Hamlin",1.22111992945326
3871,3871,69,666,3,"27139","Scott",1.05801282051282
3872,3872,4802,2481,1,"55091","Pepin",1
3873,3873,3408,2481,NA,"55091","Pepin",1
3874,3874,820,972,NA,"27049","Goodhue",1.0001701837985
3875,3875,11750,972,1,"27049","Goodhue",1.0001701837985
3876,3876,612,2481,NA,"55091","Pepin",1
3877,3877,17493,438,NA,"27143","Sibley",1.01754385964912
3878,3878,3366,438,1,"27143","Sibley",1.01754385964912
3879,3879,48,438,2,"27143","Sibley",1.01754385964912
3880,3880,430,438,NA,"27143","Sibley",1.01754385964912
3881,3881,15133,972,NA,"27049","Goodhue",1.0001701837985
3882,3882,6,438,3,"27143","Sibley",1.01754385964912
3883,3883,174,2980,NA,"27127","Redwood",1.00275292498279
3884,3884,4347,2980,1,"27127","Redwood",1.00275292498279
3885,3885,26828,2980,NA,"27127","Redwood",1.00275292498279
3886,3886,18529,168,1,"55053","Jackson",1.36836617287502
3887,3887,7191,168,NA,"55053","Jackson",1.36836617287502
3888,3888,8321,168,2,"55053","Jackson",1.36836617287502
3889,3889,3,1763,4,"27173","Yellow Medicine",1.14274631497285
3890,3890,9677,1353,NA,"55121","Trempealeau",1.01470678350389
3891,3891,16079,1353,1,"55121","Trempealeau",1.01470678350389
3892,3892,240,1353,2,"55121","Trempealeau",1.01470678350389
3893,3893,7622,2976,NA,"55011","Buffalo",1.00018216042261
3894,3894,16466,2976,1,"55011","Buffalo",1.00018216042261
3895,3895,12,2980,2,"27127","Redwood",1.00275292498279
3896,3896,26371,1390,NA,"46005","Beadle",1.35203358103126
3897,3897,935,1390,NA,"46005","Beadle",1.35203358103126
3898,3898,3124,1390,2,"46005","Beadle",1.35203358103126
3899,3899,13053,1390,1,"46005","Beadle",1.35203358103126
3900,3900,1131,2976,NA,"55011","Buffalo",1.00018216042261
3901,3901,357,1353,NA,"55121","Trempealeau",1.01470678350389
3902,3902,1274,1390,3,"46005","Beadle",1.35203358103126
3903,3903,178,1390,4,"46005","Beadle",1.35203358103126
3904,3904,702,1445,2,"27081","Lincoln",1.15443629086057
3905,3905,5184,1445,1,"27081","Lincoln",1.15443629086057
3906,3906,12889,1445,NA,"27081","Lincoln",1.15443629086057
3907,3907,533,1445,NA,"27081","Lincoln",1.15443629086057
3908,3908,20360,949,NA,"27083","Lyon",1.02395087001024
3909,3909,4769,949,1,"27083","Lyon",1.02395087001024
3910,3910,426,949,NA,"27083","Lyon",1.02395087001024
3911,3911,106,1445,3,"27081","Lincoln",1.15443629086057
3912,3912,4,1445,4,"27081","Lincoln",1.15443629086057
3913,3913,555,168,NA,"55053","Jackson",1.36836617287502
3914,3914,6954,1782,1,"27131","Rice",1.02196873679763
3915,3915,10532,1782,NA,"27131","Rice",1.02196873679763
3916,3916,115,949,2,"27083","Lyon",1.02395087001024
3917,3917,5062,1845,1,"27079","Le Sueur",1.01937608990506
3918,3918,10721,1845,NA,"27079","Le Sueur",1.01937608990506
3919,3919,9,1782,3,"27131","Rice",1.02196873679763
3920,3920,962,168,3,"55053","Jackson",1.36836617287502
3921,3921,961,1845,NA,"27079","Le Sueur",1.01937608990506
3922,3922,684,1782,NA,"27131","Rice",1.02196873679763
3923,3923,98,1845,2,"27079","Le Sueur",1.01937608990506
3924,3924,19583,743,NA,"46077","Kingsbury",1.13841425937308
3925,3925,7246,743,1,"46077","Kingsbury",1.13841425937308
3926,3926,682,743,2,"46077","Kingsbury",1.13841425937308
3927,3927,177,743,3,"46077","Kingsbury",1.13841425937308
3928,3928,138,1782,2,"27131","Rice",1.02196873679763
3929,3929,2991,743,NA,"46077","Kingsbury",1.13841425937308
3930,3930,17778,2063,NA,"46011","Brookings",1.41995547460028
3931,3931,963,2063,NA,"46011","Brookings",1.41995547460028
3932,3932,7104,2063,1,"46011","Brookings",1.41995547460028
3933,3933,972,2063,3,"46011","Brookings",1.41995547460028
3934,3934,1606,2063,2,"46011","Brookings",1.41995547460028
3935,3935,200,2063,4,"46011","Brookings",1.41995547460028
3936,3936,30,743,4,"46077","Kingsbury",1.13841425937308
3937,3937,10613,1683,1,"27157","Wabasha",1.00056502495527
3938,3938,8001,1683,NA,"27157","Wabasha",1.00056502495527
3939,3939,914,1683,NA,"27157","Wabasha",1.00056502495527
3940,3940,352,2642,NA,"27015","Brown",1.00314313346228
