fips,state,rpl_themes,e_pop
54033,WEST VIRGINIA,0.4089,68209
54035,WEST VIRGINIA,0.2529,29018
54037,WEST VIRGINIA,0.2255,56179
54039,WEST VIRGINIA,0.5656,185710
54041,WEST VIRGINIA,0.6761,16276
54043,WEST VIRGINIA,0.6057,21078
54045,WEST VIRGINIA,0.7471,33801
54047,WEST VIRGINIA,0.9029,19217
54049,WEST VIRGINIA,0.4939,56497
54051,WEST VIRGINIA,0.2153,31645
54053,WEST VIRGINIA,0.5497,26939
54055,WEST VIRGINIA,0.8089,60486
54057,WEST VIRGINIA,0.5933,27278
54059,WEST VIRGINIA,0.785,24741
54061,WEST VIRGINIA,0.4111,105252
54063,WEST VIRGINIA,0.4662,13467
54065,WEST VIRGINIA,0.1764,17624
54067,WEST VIRGINIA,0.5411,25324
54069,WEST VIRGINIA,0.3108,42547
54071,WEST VIRGINIA,0.358,7056
54073,WEST VIRGINIA,0.4468,7507
54075,WEST VIRGINIA,0.4971,8531
54077,WEST VIRGINIA,0.5732,33837
54079,WEST VIRGINIA,0.0408,56652
54081,WEST VIRGINIA,0.7685,76232
54083,WEST VIRGINIA,0.5806,29065
54085,WEST VIRGINIA,0.364,9932
54087,WEST VIRGINIA,0.6465,14205
54089,WEST VIRGINIA,0.829,13018
54091,WEST VIRGINIA,0.4949,16951
54093,WEST VIRGINIA,0.3672,7027
54095,WEST VIRGINIA,0.2213,8909
54097,WEST VIRGINIA,0.6911,24605
54099,WEST VIRGINIA,0.6006,40708
54101,WEST VIRGINIA,0.7487,8518
54103,WEST VIRGINIA,0.4752,15614
54105,WEST VIRGINIA,0.3748,5797
54107,WEST VIRGINIA,0.3723,85556
54109,WEST VIRGINIA,0.6443,21711
55001,WISCONSIN,0.5685,20073
55003,WISCONSIN,0.55,15712
55005,WISCONSIN,0.3271,45252
55007,WISCONSIN,0.099,14992
55009,WISCONSIN,0.3299,259786
55011,WISCONSIN,0.0576,13167
55013,WISCONSIN,0.1672,15258
55015,WISCONSIN,0.0182,49807
55017,WISCONSIN,0.2105,63635
55019,WISCONSIN,0.535,34491
55021,WISCONSIN,0.1204,56954
55023,WISCONSIN,0.3971,16288
55025,WISCONSIN,0.1688,529843
55027,WISCONSIN,0.2019,87776
55029,WISCONSIN,0.0557,27439
55031,WISCONSIN,0.2748,43402
55033,WISCONSIN,0.1847,44498
55035,WISCONSIN,0.2175,102991
55037,WISCONSIN,0.1452,4337
55039,WISCONSIN,0.2038,102315
55041,WISCONSIN,0.5774,9018
55043,WISCONSIN,0.1939,51828
55045,WISCONSIN,0.0529,36864
55047,WISCONSIN,0.2869,18757
55049,WISCONSIN,0.0131,23620
55051,WISCONSIN,0.3602,5715
55053,WISCONSIN,0.5003,20506
55055,WISCONSIN,0.1854,84652
55057,WISCONSIN,0.378,26419
55059,WISCONSIN,0.5111,168330
55061,WISCONSIN,0.0586,20360
55063,WISCONSIN,0.2089,117850
55065,WISCONSIN,0.1596,16735
55067,WISCONSIN,0.3535,19164
55069,WISCONSIN,0.1013,27848
55071,WISCONSIN,0.1621,79407
55073,WISCONSIN,0.1443,135264
55075,WISCONSIN,0.2971,40537
55077,WISCONSIN,0.2596,15207
55078,WISCONSIN,0.7672,4579
55079,WISCONSIN,0.8061,954209
55081,WISCONSIN,0.4621,45502
55083,WISCONSIN,0.064,37556
55085,WISCONSIN,0.014,35345
55087,WISCONSIN,0.0978,184754
55089,WISCONSIN,0.0134,88284
55091,WISCONSIN,0.1019,7262
55093,WISCONSIN,0.0806,41603
55095,WISCONSIN,0.0873,43349
55097,WISCONSIN,0.1653,70599
55099,WISCONSIN,0.1602,13490
55101,WISCONSIN,0.4551,195398
55103,WISCONSIN,0.3073,17539
55105,WISCONSIN,0.4561,161769
55107,WISCONSIN,0.3465,14183
55109,WISCONSIN,0.0146,87917
55111,WISCONSIN,0.2344,63596
55113,WISCONSIN,0.4268,16370
55115,WISCONSIN,0.1382,41009
55117,WISCONSIN,0.2245,115205
55119,WISCONSIN,0.2,20356
55121,WISCONSIN,0.2812,29438
55123,WISCONSIN,0.3834,30516
55125,WISCONSIN,0.1395,21593
55127,WISCONSIN,0.2688,103013
55129,WISCONSIN,0.108,15689
55131,WISCONSIN,0.0099,134535
55133,WISCONSIN,0.0194,398879
55135,WISCONSIN,0.1815,51444
55137,WISCONSIN,0.3653,24116
55139,WISCONSIN,0.1608,169926
55141,WISCONSIN,0.1535,73274
56001,WYOMING,0.2494,38102
56003,WYOMING,0.3955,11901
56005,WYOMING,0.3315,47708
56007,WYOMING,0.5029,15477
56009,WYOMING,0.2048,13997
56011,WYOMING,0.0328,7410
56013,WYOMING,0.5624,40076
56015,WYOMING,0.3264,13438
56017,WYOMING,0.1229,4680
56019,WYOMING,0.1774,8515
56021,WYOMING,0.2697,97692
56023,WYOMING,0.0809,19011
56025,WYOMING,0.2952,80610
56027,WYOMING,0.336,2448
56029,WYOMING,0.0659,29121
56031,WYOMING,0.0952,8673
56033,WYOMING,0.0895,30012
56035,WYOMING,0.0293,9951
56037,WYOMING,0.3701,44117
56039,WYOMING,0.1127,23059
56041,WYOMING,0.4522,20609
56043,WYOMING,0.3732,8129
56045,WYOMING,0.3475,7100
